Hiders,Seekers,Cells,Obstacles,Max Rounds,Rounds Played,Game Length
1,2,49,9,48,48,Long
1,2,49,9,37,37,Long
2,2,25,0,38,18,Short
1,1,49,0,40,19,Short
2,2,25,0,28,14,Short
1,1,49,0,43,22,Short
1,1,49,0,50,23,Short
2,2,25,0,38,20,Short
6,2,160,66,32,32,Long
2,2,25,0,37,17,Short
4,2,160,79,27,19,Medium
1,2,49,9,49,49,Long
4,2,160,79,16,16,Long
2,2,49,8,40,20,Short
1,1,49,0,42,19,Short
2,2,49,8,20,13,Medium
4,2,160,79,35,21,Medium
6,2,160,66,35,31,Long
2,2,49,8,23,14,Medium
1,2,49,9,45,45,Long
4,2,160,79,49,32,Medium
6,2,160,66,39,30,Medium
2,2,49,8,33,19,Short
4,2,160,79,44,38,Long
4,2,160,79,41,34,Long
4,2,160,79,27,25,Long
4,2,160,79,36,21,Short
1,1,49,0,15,9,Medium
1,2,49,9,16,16,Long
2,2,25,0,45,21,Short
2,2,25,0,40,18,Short
2,2,49,8,45,33,Medium
2,2,25,0,12,7,Medium
6,2,160,66,11,10,Long
4,2,160,79,12,5,Short
1,2,49,9,39,39,Long
6,2,160,66,26,15,Short
1,2,49,9,17,17,Long
4,2,160,79,42,26,Medium
1,2,49,9,10,10,Long
6,2,160,66,29,20,Medium
2,2,49,8,32,16,Short
2,2,49,8,47,23,Short
1,1,49,0,33,15,Short
1,2,49,9,40,40,Long
2,2,49,8,17,10,Medium
2,2,25,0,38,19,Short
1,2,49,9,32,32,Long
1,2,49,9,12,12,Long
2,2,49,8,17,10,Medium
4,2,160,79,39,31,Long
4,2,160,79,26,22,Long
1,2,49,9,32,32,Long
2,2,25,0,45,22,Short
1,1,49,0,18,15,Long
2,2,25,0,23,11,Short
2,2,49,8,40,21,Short
2,2,49,8,40,21,Short
6,2,160,66,48,32,Medium
1,1,49,0,31,14,Short
1,1,49,0,19,15,Long
1,2,49,9,15,15,Long
1,2,49,9,36,36,Long
2,2,25,0,49,21,Short
1,1,49,0,28,14,Short
2,2,49,8,15,12,Long
1,1,49,0,27,13,Short
1,2,49,9,11,11,Long
1,1,49,0,39,19,Short
1,2,49,9,33,33,Long
2,2,49,8,20,13,Medium
6,2,160,66,40,32,Long
1,1,49,0,11,7,Medium
2,2,25,0,50,22,Short
2,2,49,8,46,23,Short
2,2,49,8,23,13,Short
2,2,49,8,12,8,Medium
4,2,160,79,21,17,Long
2,2,49,8,48,24,Short
1,2,49,9,18,18,Long
4,2,160,79,37,34,Long
1,2,49,9,45,45,Long
4,2,160,79,47,31,Medium
2,2,49,8,21,13,Medium
1,1,49,0,43,20,Short
2,2,25,0,48,23,Short
2,2,25,0,46,20,Short
6,2,160,66,44,32,Medium
4,2,160,79,27,27,Long
4,2,160,79,45,31,Medium
1,1,49,0,47,33,Medium
1,1,49,0,47,21,Short
2,2,49,8,48,30,Medium
1,1,49,0,13,7,Short
2,2,25,0,14,9,Medium
2,2,49,8,50,24,Short
1,1,49,0,29,13,Short
6,2,160,66,11,6,Short
1,2,49,9,29,29,Long
1,2,49,9,39,39,Long
4,2,160,79,49,45,Long
4,2,160,79,14,14,Long
1,2,49,9,27,27,Long
4,2,160,79,18,18,Long
4,2,160,79,21,14,Medium
2,2,49,8,29,16,Short
4,2,160,79,43,35,Long
1,2,49,9,40,40,Long
1,2,49,9,44,44,Long
2,2,49,8,12,7,Medium
6,2,160,66,23,18,Medium
1,2,49,9,19,19,Long
1,1,49,0,18,10,Short
6,2,160,66,15,12,Long
6,2,160,66,24,15,Medium
6,2,160,66,25,22,Long
4,2,160,79,22,12,Short
1,2,49,9,44,44,Long
2,2,49,8,49,25,Short
2,2,49,8,16,10,Medium
2,2,49,8,16,16,Long
4,2,160,79,33,33,Long
1,2,49,9,18,18,Long
4,2,160,79,12,6,Short
1,1,49,0,49,21,Short
4,2,160,79,44,36,Long
4,2,160,79,43,43,Long
2,2,49,8,29,15,Short
4,2,160,79,22,12,Short
1,2,49,9,10,10,Long
6,2,160,66,12,8,Medium
2,2,49,8,10,7,Medium
1,2,49,9,25,25,Long
2,2,49,8,27,14,Short
6,2,160,66,33,29,Long
1,2,49,9,11,11,Long
1,1,49,0,22,16,Medium
6,2,160,66,28,28,Long
1,2,49,9,11,11,Long
4,2,160,79,10,5,Short
2,2,49,8,10,7,Medium
2,2,49,8,47,23,Short
1,1,49,0,45,21,Short
2,2,49,8,31,17,Short
6,2,160,66,22,13,Medium
4,2,160,79,50,48,Long
2,2,49,8,20,12,Medium
2,2,49,8,18,11,Medium
2,2,49,8,22,12,Short
2,2,49,8,39,19,Short
6,2,160,66,42,42,Long
2,2,25,0,26,13,Short
6,2,160,66,23,14,Medium
2,2,25,0,26,11,Short
1,1,49,0,28,16,Short
2,2,49,8,40,20,Short
1,2,49,9,17,17,Long
2,2,49,8,43,22,Short
2,2,25,0,47,22,Short
2,2,49,8,39,18,Short
2,2,25,0,49,24,Short
1,2,49,9,38,38,Long
1,1,49,0,21,10,Short
1,1,49,0,39,24,Medium
2,2,49,8,23,14,Medium
6,2,160,66,34,31,Long
6,2,160,66,29,18,Medium
6,2,160,66,47,39,Long
4,2,160,79,32,32,Long
1,2,49,9,33,33,Long
4,2,160,79,49,36,Medium
2,2,25,0,32,16,Short
2,2,49,8,35,18,Short
4,2,160,79,39,31,Long
4,2,160,79,23,20,Long
4,2,160,79,34,29,Long
1,2,49,9,37,37,Long
2,2,49,8,20,12,Medium
1,1,49,0,20,10,Short
2,2,49,8,10,8,Long
2,2,49,8,28,17,Medium
2,2,49,8,13,9,Medium
4,2,160,79,35,35,Long
2,2,49,8,46,22,Short
1,2,49,9,50,50,Long
1,2,49,9,24,24,Long
2,2,25,0,42,21,Short
4,2,160,79,41,28,Medium
1,2,49,9,25,25,Long
1,2,49,9,11,11,Long
2,2,25,0,22,22,Long
6,2,160,66,41,38,Long
1,2,49,9,50,50,Long
1,1,49,0,22,10,Short
6,2,160,66,38,34,Long
2,2,49,8,35,18,Short
4,2,160,79,25,25,Long
6,2,160,66,20,15,Medium
4,2,160,79,45,42,Long
6,2,160,66,37,35,Long
2,2,49,8,28,16,Short
2,2,49,8,26,15,Short
1,1,49,0,15,8,Short
1,1,49,0,38,18,Short
4,2,160,79,11,5,Short
6,2,160,66,35,27,Medium
2,2,49,8,11,10,Long
2,2,25,0,25,12,Short
2,2,25,0,16,8,Short
4,2,160,79,19,14,Medium
6,2,160,66,46,33,Medium
1,2,49,9,34,34,Long
2,2,49,8,48,24,Short
2,2,49,8,31,16,Short
1,1,49,0,20,14,Medium
1,1,49,0,24,11,Short
2,2,49,8,39,20,Short
6,2,160,66,48,48,Long
1,1,49,0,32,15,Short
2,2,25,0,31,16,Short
2,2,25,0,33,15,Short
1,1,49,0,28,14,Short
2,2,49,8,23,13,Short
1,2,49,9,36,36,Long
2,2,25,0,37,17,Short
6,2,160,66,36,31,Long
2,2,25,0,38,21,Short
1,1,49,0,17,9,Short
1,1,49,0,49,29,Medium
2,2,49,8,25,15,Medium
1,1,49,0,44,20,Short
6,2,160,66,46,35,Medium
1,2,49,9,23,23,Long
2,2,49,8,48,24,Short
2,2,49,8,24,14,Medium
2,2,25,0,36,16,Short
1,2,49,9,42,42,Long
1,2,49,9,30,30,Long
1,1,49,0,43,20,Short
6,2,160,66,48,33,Medium
4,2,160,79,12,6,Short
4,2,160,79,12,12,Long
1,1,49,0,41,19,Short
6,2,160,66,15,12,Long
6,2,160,66,38,38,Long
2,2,25,0,22,9,Short
2,2,25,0,11,8,Medium
1,2,49,9,29,29,Long
1,1,49,0,27,13,Short
2,2,49,8,23,14,Medium
1,2,49,9,36,36,Long
2,2,49,8,14,8,Medium
4,2,160,79,45,45,Long
6,2,160,66,21,16,Medium
2,2,25,0,16,8,Short
1,2,49,9,45,45,Long
2,2,25,0,35,19,Short
1,2,49,9,29,29,Long
2,2,25,0,26,14,Short
2,2,25,0,12,10,Long
1,1,49,0,50,23,Short
6,2,160,66,31,20,Medium
2,2,25,0,10,6,Medium
1,2,49,9,22,22,Long
4,2,160,79,17,12,Medium
4,2,160,79,49,46,Long
4,2,160,79,34,32,Long
1,2,49,9,27,27,Long
4,2,160,79,15,11,Medium
1,1,49,0,12,7,Medium
1,1,49,0,35,17,Short
4,2,160,79,28,25,Long
2,2,25,0,15,9,Medium
2,2,49,8,50,24,Short
1,1,49,0,31,15,Short
1,1,49,0,25,13,Short
2,2,49,8,35,20,Short
2,2,49,8,42,21,Short
4,2,160,79,27,17,Medium
1,1,49,0,41,19,Short
2,2,25,0,37,15,Short
6,2,160,66,47,37,Medium
2,2,49,8,39,18,Short
1,1,49,0,50,23,Short
1,1,49,0,31,15,Short
1,1,49,0,50,23,Short
1,2,49,9,16,16,Long
1,1,49,0,30,15,Short
6,2,160,66,41,41,Long
2,2,49,8,12,8,Medium
1,2,49,9,37,37,Long
1,1,49,0,30,18,Medium
2,2,25,0,22,11,Short
2,2,25,0,20,10,Short
4,2,160,79,35,33,Long
6,2,160,66,34,34,Long
2,2,25,0,50,22,Short
1,1,49,0,50,23,Short
1,1,49,0,12,9,Medium
4,2,160,79,18,14,Medium
6,2,160,66,23,19,Long
6,2,160,66,36,27,Medium
2,2,25,0,30,15,Short
1,1,49,0,40,18,Short
1,1,49,0,12,7,Medium
1,2,49,9,25,25,Long
4,2,160,79,47,33,Medium
2,2,49,8,50,24,Short
6,2,160,66,11,6,Short
2,2,25,0,32,16,Short
1,1,49,0,50,23,Short
1,2,49,9,40,40,Long
2,2,49,8,33,19,Short
2,2,49,8,36,19,Short
4,2,160,79,14,10,Medium
6,2,160,66,33,30,Long
4,2,160,79,27,23,Long
6,2,160,66,46,36,Medium
1,1,49,0,23,14,Medium
1,2,49,9,26,26,Long
2,2,25,0,50,23,Short
1,2,49,9,39,39,Long
1,1,49,0,29,14,Short
2,2,25,0,45,19,Short
1,1,49,0,13,8,Medium
1,1,49,0,16,9,Short
4,2,160,79,19,19,Long
6,2,160,66,24,23,Long
4,2,160,79,16,16,Long
6,2,160,66,18,14,Medium
2,2,25,0,30,16,Short
2,2,25,0,10,5,Short
2,2,49,8,41,20,Short
2,2,25,0,47,19,Short
4,2,160,79,12,9,Medium
6,2,160,66,23,17,Medium
1,2,49,9,38,38,Long
1,1,49,0,12,7,Medium
2,2,25,0,38,17,Short
4,2,160,79,21,21,Long
6,2,160,66,13,12,Long
6,2,160,66,45,33,Medium
1,2,49,9,44,44,Long
2,2,49,8,34,19,Short
4,2,160,79,22,22,Long
2,2,49,8,21,12,Short
2,2,49,8,19,12,Medium
2,2,25,0,41,19,Short
4,2,160,79,32,19,Medium
4,2,160,79,15,11,Medium
4,2,160,79,40,40,Long
2,2,25,0,31,16,Short
1,2,49,9,22,22,Long
4,2,160,79,24,16,Medium
6,2,160,66,50,30,Medium
4,2,160,79,36,27,Medium
2,2,25,0,33,15,Short
6,2,160,66,29,23,Long
2,2,49,8,27,15,Short
2,2,25,0,46,21,Short
4,2,160,79,20,20,Long
1,2,49,9,29,29,Long
4,2,160,79,25,25,Long
4,2,160,79,48,48,Long
2,2,49,8,30,17,Short
1,1,49,0,43,19,Short
1,1,49,0,41,19,Short
4,2,160,79,18,18,Long
1,1,49,0,23,11,Short
4,2,160,79,50,50,Long
2,2,49,8,19,14,Medium
2,2,49,8,38,21,Short
1,1,49,0,46,29,Medium
6,2,160,66,11,6,Short
1,1,49,0,38,18,Short
2,2,49,8,19,11,Medium
6,2,160,66,22,14,Medium
6,2,160,66,25,19,Medium
1,2,49,9,36,36,Long
6,2,160,66,33,26,Medium
1,1,49,0,41,23,Short
4,2,160,79,14,12,Long
6,2,160,66,22,14,Medium
6,2,160,66,16,13,Long
2,2,25,0,11,8,Medium
1,1,49,0,48,21,Short
1,1,49,0,14,9,Medium
6,2,160,66,27,20,Medium
1,2,49,9,35,35,Long
6,2,160,66,34,31,Long
2,2,25,0,25,15,Medium
6,2,160,66,38,38,Long
6,2,160,66,24,16,Medium
1,2,49,9,37,37,Long
2,2,49,8,11,7,Medium
2,2,25,0,49,20,Short
1,1,49,0,28,14,Short
2,2,49,8,26,14,Short
6,2,160,66,35,30,Long
2,2,49,8,45,22,Short
4,2,160,79,35,35,Long
2,2,49,8,23,13,Short
6,2,160,66,34,29,Long
1,1,49,0,31,16,Short
1,2,49,9,41,41,Long
2,2,25,0,15,10,Medium
1,2,49,9,18,18,Long
1,2,49,9,25,25,Long
2,2,49,8,23,14,Medium
6,2,160,66,16,12,Medium
2,2,49,8,34,17,Short
2,2,25,0,22,10,Short
4,2,160,79,39,39,Long
1,1,49,0,34,16,Short
2,2,25,0,23,12,Short
2,2,25,0,21,10,Short
2,2,49,8,14,8,Medium
2,2,49,8,19,10,Short
1,2,49,9,14,14,Long
4,2,160,79,37,37,Long
1,1,49,0,11,7,Medium
2,2,25,0,16,7,Short
4,2,160,79,19,17,Long
4,2,160,79,50,40,Long
6,2,160,66,14,11,Long
2,2,49,8,36,19,Short
1,2,49,9,44,44,Long
6,2,160,66,32,29,Long
2,2,25,0,38,16,Short
1,1,49,0,32,15,Short
1,2,49,9,22,22,Long
4,2,160,79,42,42,Long
1,1,49,0,34,16,Short
1,2,49,9,34,34,Long
2,2,25,0,45,20,Short
2,2,49,8,42,21,Short
2,2,25,0,29,16,Short
2,2,49,8,36,18,Short
2,2,25,0,41,18,Short
4,2,160,79,33,33,Long
6,2,160,66,27,18,Medium
2,2,49,8,45,22,Short
1,2,49,9,18,18,Long
2,2,49,8,21,16,Medium
2,2,49,8,46,22,Short
1,2,49,9,11,11,Long
1,1,49,0,27,12,Short
2,2,25,0,32,14,Short
2,2,49,8,17,8,Short
1,2,49,9,49,49,Long
1,2,49,9,37,37,Long
2,2,49,8,34,16,Short
2,2,49,8,12,9,Medium
2,2,25,0,27,13,Short
6,2,160,66,10,5,Short
6,2,160,66,22,17,Medium
2,2,25,0,29,12,Short
1,1,49,0,33,16,Short
1,2,49,9,16,16,Long
1,2,49,9,29,29,Long
4,2,160,79,31,31,Long
1,2,49,9,36,36,Long
4,2,160,79,50,32,Medium
1,2,49,9,14,14,Long
4,2,160,79,33,23,Medium
2,2,49,8,32,16,Short
1,2,49,9,12,12,Long
1,1,49,0,16,9,Short
6,2,160,66,41,41,Long
1,2,49,9,22,22,Long
6,2,160,66,45,45,Long
1,2,49,9,14,14,Long
1,1,49,0,10,7,Medium
2,2,49,8,29,14,Short
2,2,49,8,43,22,Short
1,2,49,9,45,45,Long
6,2,160,66,42,33,Medium
2,2,25,0,15,9,Medium
2,2,25,0,21,10,Short
1,1,49,0,10,10,Long
6,2,160,66,39,39,Long
1,1,49,0,49,22,Short
1,1,49,0,46,20,Short
2,2,49,8,43,22,Short
1,1,49,0,50,30,Medium
2,2,25,0,49,21,Short
4,2,160,79,10,5,Short
2,2,49,8,42,20,Short
1,1,49,0,43,20,Short
2,2,25,0,38,17,Short
1,2,49,9,47,47,Long
2,2,25,0,35,15,Short
2,2,25,0,30,13,Short
6,2,160,66,44,32,Medium
4,2,160,79,16,12,Medium
1,1,49,0,32,17,Short
4,2,160,79,33,33,Long
6,2,160,66,27,25,Long
2,2,49,8,46,23,Short
1,2,49,9,18,18,Long
6,2,160,66,37,28,Medium
6,2,160,66,31,23,Medium
1,1,49,0,49,21,Short
1,2,49,9,29,29,Long
6,2,160,66,24,24,Long
1,2,49,9,18,18,Long
1,2,49,9,32,32,Long
2,2,49,8,18,11,Medium
6,2,160,66,34,17,Short
6,2,160,66,30,28,Long
2,2,25,0,45,19,Short
1,1,49,0,38,17,Short
1,1,49,0,37,16,Short
1,1,49,0,33,16,Short
2,2,49,8,42,22,Short
2,2,25,0,30,13,Short
2,2,25,0,33,14,Short
6,2,160,66,38,37,Long
1,1,49,0,49,22,Short
6,2,160,66,17,11,Medium
2,2,49,8,41,21,Short
1,1,49,0,23,12,Short
2,2,49,8,17,9,Short
2,2,25,0,17,11,Medium
4,2,160,79,20,14,Medium
6,2,160,66,26,15,Short
1,2,49,9,35,35,Long
2,2,25,0,12,6,Short
2,2,25,0,16,9,Short
2,2,49,8,47,23,Short
6,2,160,66,50,39,Medium
2,2,49,8,40,21,Short
2,2,49,8,43,21,Short
6,2,160,66,16,14,Long
2,2,49,8,36,18,Short
1,2,49,9,16,16,Long
2,2,25,0,46,20,Short
1,2,49,9,39,39,Long
4,2,160,79,15,15,Long
1,1,49,0,39,37,Long
1,2,49,9,45,45,Long
2,2,49,8,25,16,Medium
1,1,49,0,29,13,Short
1,1,49,0,47,21,Short
1,2,49,9,22,22,Long
1,1,49,0,31,14,Short
1,1,49,0,38,27,Medium
1,1,49,0,35,17,Short
1,1,49,0,33,15,Short
2,2,49,8,35,19,Short
2,2,25,0,39,17,Short
2,2,49,8,35,18,Short
6,2,160,66,48,32,Medium
2,2,49,8,49,25,Short
1,2,49,9,18,18,Long
2,2,49,8,16,10,Medium
1,1,49,0,19,10,Short
4,2,160,79,10,9,Long
2,2,49,8,32,17,Short
6,2,160,66,23,15,Medium
6,2,160,66,13,7,Short
1,1,49,0,34,34,Long
6,2,160,66,23,17,Medium
4,2,160,79,17,15,Long
1,1,49,0,29,13,Short
2,2,25,0,46,20,Short
2,2,25,0,23,11,Short
6,2,160,66,18,15,Long
6,2,160,66,43,41,Long
1,2,49,9,13,13,Long
4,2,160,79,18,18,Long
2,2,49,8,34,18,Short
6,2,160,66,16,13,Long
4,2,160,79,29,21,Medium
1,2,49,9,12,12,Long
4,2,160,79,39,39,Long
2,2,49,8,33,18,Short
1,1,49,0,46,21,Short
2,2,49,8,36,19,Short
1,1,49,0,27,13,Short
1,1,49,0,45,20,Short
4,2,160,79,12,12,Long
1,2,49,9,27,27,Long
6,2,160,66,47,42,Long
1,2,49,9,24,24,Long
1,1,49,0,25,13,Short
2,2,49,8,12,7,Medium
6,2,160,66,25,17,Medium
2,2,25,0,19,9,Short
1,2,49,9,29,29,Long
1,1,49,0,10,10,Long
6,2,160,66,32,28,Long
1,1,49,0,34,15,Short
2,2,25,0,45,21,Short
2,2,49,8,46,22,Short
6,2,160,66,31,24,Medium
1,2,49,9,30,30,Long
6,2,160,66,42,39,Long
2,2,49,8,39,20,Short
1,2,49,9,24,24,Long
1,2,49,9,44,44,Long
1,2,49,9,42,42,Long
2,2,25,0,13,7,Short
2,2,49,8,47,23,Short
2,2,25,0,33,16,Short
2,2,49,8,24,14,Medium
1,1,49,0,17,9,Short
4,2,160,79,49,39,Long
1,1,49,0,17,9,Short
4,2,160,79,35,35,Long
6,2,160,66,34,28,Long
1,2,49,9,35,35,Long
1,1,49,0,29,15,Short
2,2,25,0,18,10,Short
2,2,25,0,47,21,Short
6,2,160,66,20,14,Medium
1,1,49,0,16,10,Medium
4,2,160,79,20,16,Long
2,2,49,8,49,23,Short
4,2,160,79,18,17,Long
2,2,25,0,37,17,Short
1,2,49,9,49,49,Long
2,2,49,8,10,10,Long
6,2,160,66,47,26,Short
2,2,49,8,44,22,Short
1,1,49,0,40,19,Short
2,2,25,0,48,21,Short
1,2,49,9,37,37,Long
4,2,160,79,19,17,Long
1,1,49,0,27,13,Short
4,2,160,79,32,20,Medium
6,2,160,66,24,23,Long
2,2,25,0,23,12,Short
2,2,25,0,33,14,Short
6,2,160,66,31,23,Medium
4,2,160,79,23,18,Medium
1,1,49,0,31,15,Short
2,2,25,0,12,5,Short
1,1,49,0,18,10,Short
1,1,49,0,32,15,Short
1,1,49,0,19,16,Long
6,2,160,66,27,20,Medium
4,2,160,79,35,30,Long
2,2,49,8,25,12,Short
2,2,49,8,21,13,Medium
4,2,160,79,21,16,Medium
2,2,25,0,31,15,Short
2,2,25,0,20,10,Short
1,2,49,9,35,35,Long
4,2,160,79,37,31,Long
4,2,160,79,18,18,Long
1,2,49,9,30,30,Long
4,2,160,79,31,18,Short
2,2,25,0,37,15,Short
1,1,49,0,47,22,Short
1,2,49,9,19,19,Long
1,2,49,9,45,45,Long
2,2,49,8,38,20,Short
4,2,160,79,20,15,Medium
1,1,49,0,45,20,Short
2,2,25,0,50,22,Short
2,2,49,8,23,13,Short
6,2,160,66,48,48,Long
2,2,49,8,13,9,Medium
6,2,160,66,36,36,Long
4,2,160,79,22,17,Medium
6,2,160,66,42,25,Medium
1,1,49,0,40,18,Short
1,2,49,9,13,13,Long
1,1,49,0,47,23,Short
1,2,49,9,13,13,Long
2,2,49,8,34,19,Short
2,2,49,8,32,18,Short
2,2,49,8,29,15,Short
2,2,25,0,30,14,Short
1,2,49,9,21,21,Long
1,2,49,9,26,26,Long
4,2,160,79,31,28,Long
2,2,49,8,11,7,Medium
6,2,160,66,14,7,Short
1,2,49,9,10,10,Long
6,2,160,66,32,21,Medium
1,1,49,0,11,7,Medium
2,2,49,8,13,8,Medium
6,2,160,66,31,31,Long
2,2,25,0,23,16,Medium
2,2,49,8,18,12,Medium
2,2,25,0,45,22,Short
1,2,49,9,43,43,Long
2,2,49,8,40,20,Short
4,2,160,79,18,17,Long
1,2,49,9,43,43,Long
2,2,25,0,21,10,Short
2,2,49,8,11,8,Medium
1,2,49,9,26,26,Long
1,2,49,9,49,49,Long
2,2,49,8,20,11,Short
2,2,49,8,33,19,Short
2,2,25,0,19,8,Short
6,2,160,66,24,22,Long
1,2,49,9,25,25,Long
1,2,49,9,50,50,Long
6,2,160,66,48,39,Long
2,2,25,0,45,21,Short
4,2,160,79,45,45,Long
6,2,160,66,37,37,Long
2,2,25,0,19,8,Short
2,2,49,8,13,13,Long
2,2,25,0,34,16,Short
2,2,25,0,25,11,Short
6,2,160,66,48,28,Short
2,2,25,0,30,14,Short
4,2,160,79,39,39,Long
1,2,49,9,13,13,Long
6,2,160,66,44,43,Long
1,2,49,9,41,41,Long
6,2,160,66,36,23,Medium
4,2,160,79,24,17,Medium
2,2,49,8,20,12,Medium
1,1,49,0,32,19,Medium
4,2,160,79,48,30,Medium
6,2,160,66,38,27,Medium
4,2,160,79,47,32,Medium
1,1,49,0,30,16,Short
1,1,49,0,13,12,Long
4,2,160,79,10,10,Long
6,2,160,66,24,21,Long
4,2,160,79,16,16,Long
4,2,160,79,45,33,Medium
2,2,25,0,14,7,Short
4,2,160,79,12,6,Short
2,2,49,8,43,20,Short
2,2,25,0,34,15,Short
2,2,25,0,38,19,Short
4,2,160,79,34,25,Medium
2,2,25,0,47,19,Short
1,2,49,9,38,38,Long
2,2,25,0,24,15,Medium
2,2,25,0,10,6,Medium
2,2,25,0,34,17,Short
2,2,49,8,10,7,Medium
6,2,160,66,48,37,Medium
2,2,49,8,39,19,Short
2,2,49,8,49,24,Short
1,1,49,0,38,18,Short
2,2,25,0,20,12,Medium
1,2,49,9,10,10,Long
6,2,160,66,43,33,Medium
2,2,25,0,17,8,Short
2,2,25,0,30,14,Short
4,2,160,79,24,16,Medium
1,2,49,9,28,28,Long
2,2,25,0,47,19,Short
2,2,49,8,32,16,Short
1,2,49,9,14,14,Long
1,1,49,0,21,11,Short
2,2,49,8,46,27,Short
2,2,25,0,14,6,Short
4,2,160,79,14,12,Long
1,1,49,0,50,24,Short
2,2,49,8,21,12,Short
2,2,25,0,50,23,Short
6,2,160,66,33,33,Long
2,2,49,8,42,22,Short
1,1,49,0,27,13,Short
4,2,160,79,20,20,Long
4,2,160,79,31,31,Long
2,2,25,0,48,23,Short
4,2,160,79,31,21,Medium
1,1,49,0,49,21,Short
2,2,25,0,13,7,Short
4,2,160,79,16,16,Long
2,2,25,0,27,11,Short
1,2,49,9,10,10,Long
1,1,49,0,29,17,Medium
1,1,49,0,10,7,Medium
1,2,49,9,10,10,Long
4,2,160,79,32,21,Medium
2,2,49,8,39,20,Short
4,2,160,79,23,19,Long
2,2,49,8,36,33,Long
2,2,49,8,22,12,Short
4,2,160,79,35,23,Medium
1,1,49,0,14,11,Long
1,1,49,0,11,11,Long
2,2,25,0,50,23,Short
1,1,49,0,30,15,Short
2,2,25,0,36,19,Short
2,2,25,0,35,15,Short
2,2,49,8,48,24,Short
1,2,49,9,22,22,Long
2,2,25,0,37,16,Short
1,2,49,9,17,17,Long
1,2,49,9,35,35,Long
4,2,160,79,35,25,Medium
2,2,25,0,29,18,Medium
1,1,49,0,44,20,Short
1,2,49,9,38,38,Long
1,2,49,9,40,40,Long
1,1,49,0,19,10,Short
2,2,25,0,38,19,Short
2,2,25,0,29,14,Short
1,2,49,9,32,32,Long
6,2,160,66,34,30,Long
1,1,49,0,41,19,Short
2,2,49,8,41,20,Short
2,2,49,8,42,20,Short
2,2,25,0,10,7,Medium
1,2,49,9,13,13,Long
2,2,25,0,18,12,Medium
4,2,160,79,46,46,Long
1,1,49,0,35,17,Short
2,2,49,8,47,25,Short
2,2,49,8,24,14,Medium
2,2,25,0,22,11,Short
2,2,49,8,36,18,Short
4,2,160,79,30,23,Medium
1,1,49,0,31,17,Short
1,1,49,0,24,12,Short
1,2,49,9,20,20,Long
2,2,25,0,37,17,Short
2,2,25,0,18,8,Short
2,2,25,0,25,16,Medium
2,2,49,8,25,14,Short
1,2,49,9,16,16,Long
1,1,49,0,16,9,Short
4,2,160,79,13,10,Medium
2,2,25,0,12,6,Short
2,2,49,8,17,11,Medium
2,2,25,0,31,14,Short
1,1,49,0,33,17,Short
1,1,49,0,31,15,Short
4,2,160,79,34,25,Medium
2,2,25,0,20,11,Short
6,2,160,66,20,17,Long
1,1,49,0,24,12,Short
4,2,160,79,33,28,Long
